,STATE,STATEABBRV,COUNTY,POPULATION,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,RESL_VALUE,RESL_SCORE,RESL_RATNG,RESL_SPCTL,COUNTY_Name,Access to Exercise Opportunities,Food Environment Index,Primary Care Physicians,Air Pollution: Particulate Matter,Broadband Access,Life Expectancy,Traffic Volume,Homeownership,Access to Parks,Average Temperature F,Maximum Temperature F,Minimum Temperature F,Precipitation_inches,median_sale_price,median_list_price,median_ppsf,homes_sold,new_listings,inventory,months_of_supply,median_dom_months,Unemployment_Rate,crime_rate_per_100000,Family,Monthly_Housing,Monthly_Food,Monthly_Transportation,Monthly_Healthcare,Monthly_Other Necessities ,Monthly_Childcare,Monthly_Taxes,Monthly_Total,ranking_score,RISK_RATNG_score,RESL_RATNG_score,rank
3046,WEST VIRGINIA,WV,TUCKER,0.000669422,0.99989754,0.977402928,Very Low,0.967445203,0.664183264,0.530600014,Relatively Moderate,0.744448437,TUCKER,0.987429755,0.87,0.103271671,0.883597884,0.595448381,0.52395302,0.995607392,0.836225799,0.987429755,0.541946309,0.567901235,0.471186441,0.221897098,0.084194832,0.062631796,0.035359678,0.001206679,0.00148438,0.002558557,0.909090909,0.947141316,0.817647059,0.92639992,2p1c,0.911689095,0.895348807,0.335267603,0.246207321,0.911712071,0.809090551,0.777550135,0.815991816,0.624027852,1,1,48
626,ILLINOIS,IL,DEWITT,0.001544328,0.999433017,0.75811585,Very Low,0.836627141,0.843193106,0.965899963,Very High,0.960629311,DE WITT,0.796339263,0.87,0.056142737,0.806878307,0.715210896,0.524004363,0.975733443,0.789075415,0.486272235,0.609060403,0.61882716,0.550847458,0.160936357,0.033668975,0.028076139,0.012492069,0.002679538,0.002321031,0.001818733,0.96969697,0.973894283,0.758823529,0.9652967,2p1c,0.918229597,0.866279043,0.287326774,0.471775116,0.909345324,0.788491511,0.801560367,0.844470485,0.624025423,1,1,49
2793,UTAH,UT,DAGGETT,8.62513E-05,0.999971904,0.996817314,Very Low,0.969333515,0.774065104,0.855500031,Very High,0.792285675,DAGGETT,0.977540107,0.69,0,0.912698413,0.779213153,0.590654167,0.999996131,0.850482066,0.977540107,0.412751678,0.479938272,0.306779661,0.063740551,0.144026417,0.111747074,0.04071489,0.000266179,0.000337359,0.000560005,0.898989899,0.938079827,0.770588235,1,2p1c,0.878702216,0.858527154,0.075291627,0.585955715,0.871086766,0.764962355,0.782430426,0.795588879,0.623681228,1,1,50
500,GEORGIA,GA,MONROE,0.002780729,0.999472491,0.780712922,Very Low,0.751385885,0.644348726,0.466300011,Relatively Moderate,0.791632486,MONROE,0.668204743,0.84,0.08999223,0.804232804,0.767831005,0.510434001,0.976961371,0.8524731,0.089351504,0.77852349,0.800925926,0.693220339,0.258327237,0.090359523,0.078219635,0.020978744,0.006477029,0.0057486,0.006607036,0.95959596,0.956634304,0.847058824,0.917642681,2p1c,0.865905582,0.908914726,0.309425519,0.82689485,0.873858264,0.868684556,0.877801033,0.924518444,0.622810908,1,1,51
2927,VIRGINIA,VA,POWHATAN,0.003022293,0.999694164,0.894653087,Very Low,0.777497102,0.716045806,0.693499985,Relatively High,0.720704924,POWHATAN,0.634358619,0.97,0.094050988,0.846560847,0.817053087,0.594157534,0.994243503,0.956495726,0,0.689597315,0.708333333,0.615254237,0.208339429,0.120730434,0.100686287,0.032488191,0.006956151,0.005856555,0.003154526,0.97979798,0.993959008,0.858823529,0.969753273,2p1c,0.807841447,0.84883721,0.194996174,0.899789211,0.803706111,0.724381141,0.794421676,0.819304891,0.622476144,1,1,52
2878,VIRGINIA,VA,GILES,0.001670157,0.999766818,0.929662635,Very Low,0.88317632,0.675552659,0.568100014,Relatively Moderate,0.516895004,GILES,0.838922976,0.89,0.083205971,0.85978836,0.624841756,0.45335066,0.986018786,0.809920002,0.445404182,0.60738255,0.63117284,0.533898305,0.182150695,0.050926145,0.044892481,0.018102851,0.00218267,0.002064638,0.001366619,0.97979798,0.978856526,0.847058824,0.949498241,2p1c,0.895480025,0.881782956,0.347505963,0.854230206,0.893046976,0.80790088,0.885569781,0.933247509,0.622359799,1,1,53
997,KANSAS,KS,TREGO,0.000273745,0.999754157,0.924888606,Very Low,0.984829663,0.727667969,0.733000031,Relatively High,0.665349144,TREGO,0.728988604,0.89,0.123349189,0.888888889,0.787983389,0.653919999,0.994930824,0.800271123,0.022079772,0.64261745,0.697530864,0.530508475,0.100365764,0.029317292,0.026127713,0.008532208,0.000408142,0.000323865,0.000452114,0.939393939,0.94412082,0.841176471,0.942634747,2p1c,0.902020527,0.839147266,0.246793408,0.679523965,0.886793019,0.909816553,0.881417834,0.909361175,0.622113968,1,1,54
482,GEORGIA,GA,JONES,0.002823405,0.999649021,0.870146404,Very Low,0.82715589,0.614055429,0.3775,Relatively Low,0.640092475,JONES,0.845309909,0.74,0.042457751,0.806878307,0.766918292,0.538067649,0.995975022,0.877173944,0.192754083,0.783557047,0.805555556,0.698305085,0.257693246,0.06283027,0.054451551,0.018403953,0.004773481,0.004561096,0.004623897,0.95959596,0.971952535,0.835294118,0.952130364,2p1c,0.85631922,0.86821703,0.353750864,0.82689485,0.853456679,0.812174899,0.858740806,0.900773979,0.622025352,1,1,55
1531,MISSOURI,MO,GASCONADE,0.00146887,0.999480953,0.785486951,Very Low,0.899192301,0.770569739,0.8475,Very High,0.930159821,GASCONADE,0.55860484,0.8,0.081522553,0.835978836,0.67740812,0.454705321,0.998890555,0.832263326,0.268960389,0.669463087,0.686728395,0.596610169,0.242721287,0.043503958,0.037934574,0.01718045,0.002448849,0.002267054,0.002728099,0.95959596,0.969147789,0.858823529,0.915869942,2p1c,0.926191948,0.84883721,0.321738008,0.493643413,0.91160678,0.86591442,0.872624671,0.89276396,0.622013403,1,1,56
2128,OHIO,OH,SHELBY,0.004812382,0.999099033,0.591024825,Very Low,0.547610492,0.827201587,0.951900024,Very High,0.828871721,SHELBY,0.665187643,0.81,0.078989047,0.822751323,0.827050695,0.519227175,0.97476748,0.757264474,0.480717396,0.602348993,0.600308642,0.555932203,0.170836381,0.049146859,0.043218969,0.018835777,0.007382038,0.006423318,0.005142801,0.96969697,0.973031284,0.835294118,0.915438573,2p1c,0.901451788,0.885658931,0.304378082,0.818023275,0.899602095,0.782807507,0.919002999,0.926927369,0.621934107,1,1,57
673,ILLINOIS,IL,MONROE,0.003481234,0.998668663,0.451941439,Relatively Low,0.472448268,0.841007141,0.964400024,Very High,0.950786639,MONROE,0.852640009,0.92,0.069036994,0.812169312,0.836039824,0.637112272,0.970112059,0.860459632,0.292832218,0.677852349,0.682098765,0.620338983,0.212192148,0.080328385,0.065675841,0.021313628,0.006051142,0.004561096,0.004074167,0.97979798,0.977777778,0.835294118,0.974479973,2p1c,0.835040787,0.827519403,0.264585947,0.742329784,0.822395376,0.722552562,0.775497561,0.810577595,0.621886777,1,1,58
1107,KENTUCKY,KY,ROWAN,0.002457412,0.99930269,0.685868873,Very Low,0.635836627,0.615722982,0.382599983,Relatively Low,0.514756258,ROWAN,0.974332982,0.73,0.110860959,0.838624339,0.847518075,0.442921267,0.984182214,0.647755667,0.835333712,0.645973154,0.665123457,0.574576271,0.214581809,0.047935699,0.043119677,0.016990976,0.00278601,0.002509952,0.002738375,0.95959596,0.961812298,0.711764706,0.96366973,2p1c,0.906286072,0.912790708,0.42942933,0.827539859,0.911783965,0.914663374,0.912850337,0.986637511,0.621580832,1,1,59
793,INDIANA,IN,WABASH,0.003086057,0.998978414,0.54837683,Very Low,0.52380134,0.815366671,0.934800034,Very High,0.956349888,WABASH,0.65941374,0.78,0.072668192,0.814814815,0.758859164,0.495331944,0.978504022,0.825634617,0.301039515,0.590604027,0.597222222,0.537288136,0.1805901,0.040397673,0.033193204,0.014608597,0.005962415,0.00522232,0.003832697,0.97979798,0.974541532,0.835294118,0.992955953,2p1c,0.906570442,0.926356596,0.397632839,0.74877362,0.91593045,0.836608524,0.917352009,0.953150818,0.621522788,1,1,60
1927,NORTH CAROLINA,NC,CURRITUCK,0.002800818,0.998201908,0.366008912,Relatively Low,0.602371542,0.75940953,0.824599991,Very High,0.979920949,CURRITUCK,0.86658363,0.88,0.046472772,0.875661376,0.834131089,0.575670737,0.997825541,0.898593629,0.58683274,0.729865772,0.699074074,0.706779661,0.216093636,0.13021095,0.116163989,0.031279376,0.014693095,0.01563997,0.017128971,0.95959596,0.97605178,0.835294118,0.913577461,2p1c,0.817650209,0.713178281,0.215338448,0.557185701,0.773776605,0.809663357,0.755627753,0.760822852,0.62149443,1,1,61
1386,MINNESOTA,MN,POPE,0.001123565,0.999622319,0.855824316,Very Low,0.853936668,0.919139298,0.995199966,Very High,0.965380946,POPE,0.649628582,0.9,0.196381911,0.883597884,0.731667464,0.598727526,0.990151896,0.848741303,0.009904492,0.473154362,0.489197531,0.416949153,0.14557425,0.068985436,0.061102651,0.025586341,0.002306887,0.002186087,0.002137268,0.939393939,0.97605178,0.852941176,0.95830017,2p1c,0.852255839,0.804263533,0.201126725,0.862051253,0.83142661,0.792302897,0.842967388,0.859967729,0.621481429,1,1,62
3062,WISCONSIN,WI,CALUMET,0.005233444,0.998904413,0.523233609,Very Low,0.488032499,0.914105933,0.994300003,Very High,0.930281072,CALUMET,0.830917967,0.94,0.026229216,0.817460317,0.841698726,0.676966777,0.945080835,0.828431185,0.613916327,0.511744966,0.518518519,0.466101695,0.186344794,0.088247908,0.071372076,0.024627221,0.009990595,0.008083125,0.009288896,0.95959596,0.964832794,0.876470588,0.926498975,2p1c,0.872354849,0.819767446,0.268932433,0.773309905,0.854193504,0.630749155,0.818091664,0.823341661,0.621431276,1,1,63
875,IOWA,IA,PLYMOUTH,0.002560854,0.999115259,0.599299809,Very Low,0.649019843,0.815576056,0.935100021,Very High,0.756617559,PLYMOUTH,0.758775002,0.93,0.094019499,0.846560847,0.800756506,0.620553517,0.975759918,0.756599568,0.342283446,0.545302013,0.569444444,0.477966102,0.150012192,0.061512537,0.053418443,0.017032102,0.003495821,0.003049727,0.002491767,0.96969697,0.989859763,0.894117647,0.970317881,2p1c,0.90770792,0.858527154,0.217805108,0.756063091,0.897531399,0.858109657,0.863698415,0.905805959,0.621389095,1,1,64
2880,VIRGINIA,VA,GOOCHLAND,0.002464908,0.999654688,0.874920433,Very Low,0.74730304,0.805648783,0.919800034,Very High,0.962257422,GOOCHLAND,0.620617139,0.95,0.121650527,0.849206349,0.848832415,0.651288449,0.989185264,0.886661258,0,0.691275168,0.712962963,0.613559322,0.202877347,0.160703364,0.13517178,0.035895786,0.007506255,0.006612239,0.005487025,0.96969697,0.987918015,0.847058824,0.957841252,2p1c,0.664483882,0.794573664,0.236247738,0.899789211,0.65745744,0.644915099,0.696135731,0.695205324,0.621321628,1,1,65
2890,VIRGINIA,VA,HIGHLAND,0.000216678,0.99996418,0.995225971,Very Low,0.996404054,0.737615052,0.760699997,Relatively High,0.803738596,HIGHLAND,0.630376344,0.51,0.232152485,0.888888889,0.490553979,0.619607961,0.999100836,0.905019735,0.275089606,0.553691275,0.578703704,0.481355932,0.188636918,0.095081118,0.079588466,0.028266885,0.000621085,0.000593752,0.00063707,0.949494949,0.947141316,0.882352941,0.974274123,2p1c,0.893489438,0.817829459,0.284660468,0.887677689,0.872906695,0.739450393,0.851559611,0.890889138,0.62108892,1,1,66
896,IOWA,IA,WINNESHIEK,0.001997572,0.998979406,0.548695099,Very Low,0.507046752,0.830083852,0.954499969,Very High,0.837745039,WINNESHIEK,0.743148979,0.91,0.173192379,0.833333333,0.734186679,0.691436116,0.975189285,0.784073425,0.476930742,0.510067114,0.521604938,0.459322034,0.178102902,0.063201984,0.054297191,0.020523418,0.002324632,0.001956683,0.00085799,0.97979798,1,0.829411765,0.983714542,2p1c,0.90770792,0.83139531,0.212483896,0.763352504,0.889756972,0.864190223,0.860990449,0.902385273,0.620949609,1,1,67
376,FLORIDA,FL,NASSAU,0.009000816,0.995449953,0.169318905,Relatively Moderate,0.704265235,0.720621377,0.707799988,Relatively High,0.9550469,NASSAU,0.823512485,0.77,0.065838437,0.812169312,0.891073005,0.55790091,0.982655041,0.852124352,0.506773508,0.879194631,0.862654321,0.830508475,0.275396245,0.129395959,0.11377587,0.034308023,0.038666974,0.037784225,0.04598209,0.95959596,0.966343042,0.852941176,0.908929851,2p1c,0.726759034,0.717054241,0.313024634,0.600922353,0.69202132,0.740904437,0.84082169,0.741527168,0.620801549,1,1,68
2743,TEXAS,TX,SHACKELFORD,0.000303429,0.99941666,0.749840866,Very Low,0.770750988,0.6225592,0.405800018,Relatively Moderate,0.731225296,SHACKELFORD,0.782930757,0.76,0.053629247,0.854497354,0.75480311,0.536510723,0.9998939,0.840641125,0.358454106,0.830536913,0.844135802,0.750847458,0.140258474,0.068956348,0.053524326,0.018193916,0.000212943,0.000188921,0.000446977,0.898989899,0.956418554,0.858823529,0.983116202,2p1c,0.863914994,0.872093005,0.271580089,0.639836896,0.86149241,0.85766904,0.938650107,0.894474341,0.620640448,1,1,69
1992,NORTH CAROLINA,NC,WAKE,0.11276561,0.986220688,0.063653724,Relatively Moderate,0.120474308,0.723797018,0.720199966,Relatively High,0.919683794,WAKE,0.985526957,0.85,0.148863676,0.796296296,0.896951473,0.671237286,0.936376901,0.661566121,0.940255532,0.736577181,0.74537037,0.669491525,0.22945623,0.121512476,0.099348285,0.031828704,0.284261707,0.254058431,0.164667259,0.97979798,0.987702265,0.841176471,0.85863797,2p1c,0.660057265,0.726744215,0.377822447,0.801381788,0.633985629,0.677807498,0.707901647,0.699725105,0.620579545,1,1,70
891,IOWA,IA,WARREN,0.005230446,0.998896608,0.521005729,Very Low,0.436060207,0.842276724,0.965299988,Very High,0.89859065,WARREN,0.762399099,0.93,0.106447059,0.835978836,0.820330458,0.606029708,0.972602042,0.852499758,0.320764078,0.595637584,0.615740741,0.528813559,0.18161424,0.073505729,0.062988356,0.030105812,0.015207709,0.012563255,0.013270585,0.96969697,0.969147789,0.864705882,0.841099122,2p1c,0.88547756,0.80620152,0.273122241,0.844381913,0.862270345,0.771990243,0.845013198,0.88218257,0.620478708,1,1,71
333,FLORIDA,FL,BAKER,0.002777231,0.998932984,0.532463399,Very Low,0.958999469,0.697885557,0.632999992,Relatively High,0.9100938,BAKER,0.491524824,0.69,0.065987405,0.825396825,0.776839997,0.48462201,0.986774946,0.854340453,0.11928943,0.865771812,0.87191358,0.791525424,0.255206047,0.074503746,0.065334802,0.027312171,0.002590811,0.003076715,0.004058754,0.939393939,0.955339806,0.847058824,0.864994619,2p1c,0.85111836,0.874031,0.30077961,0.666527243,0.850380975,0.840044187,0.937235212,0.892274033,0.620235,1,1,72
2088,OHIO,OH,HENRY,0.002758242,0.999538017,0.816995544,Very Low,0.901275602,0.803324153,0.915999985,Very High,0.817463169,HENRY,0.37003832,0.84,0.050042026,0.833333333,0.766746609,0.546803457,0.989028107,0.837322165,0.254970718,0.600671141,0.600308642,0.554237288,0.156400878,0.042478655,0.036130727,0.016061231,0.003673274,0.003198165,0.002722962,0.96969697,0.96763754,0.770588235,0.945232234,2p1c,0.90827666,0.916666645,0.287110057,0.74877362,0.914709447,0.782807507,0.91438661,0.920571577,0.620199488,1,1,73
844,IOWA,IA,HENRY,0.002038948,0.999266539,0.667727562,Very Low,0.801133868,0.79800989,0.907099991,Very High,0.675490079,HENRY,0.78854604,0.8,0.101392346,0.814814815,0.718502809,0.578107544,0.96270461,0.760329544,0.339908212,0.588926174,0.597222222,0.53220339,0.172738356,0.041680653,0.034571603,0.017397831,0.002963462,0.002739356,0.002697273,0.95959596,0.968716289,0.823529412,0.867560457,2p1c,0.903442376,0.866279043,0.297487241,0.821667981,0.895863752,0.867979562,0.88845679,0.937205469,0.620149936,1,1,74
2546,TEXAS,TX,BAYLOR,0.000339908,0.999597066,0.843093571,Very Low,0.837944664,0.629840137,0.427099991,Relatively Moderate,0.758893281,BAYLOR,0.881673882,0.75,0.396335109,0.82010582,0.664930763,0.400134213,0.98224529,0.685892889,0.256565657,0.827181208,0.856481481,0.73220339,0.133284565,0.031159388,0.022966728,0.009008096,0.000479123,0.000607246,0.000899091,0.919191919,0.90420712,0.870588235,0.905396539,2p1c,0.895480025,0.85465118,0.332512904,0.574232005,0.88527255,0.851059727,0.947530196,0.908273032,0.61993395,1,1,75
847,IOWA,IA,IDA,0.000693308,0.999413262,0.745385105,Very Low,0.912684154,0.796566579,0.905800018,Very High,0.665349144,IDA,0.742041399,0.91,0.049527649,0.849206349,0.731442372,0.58468878,0.99357965,0.796374118,0.174304069,0.553691275,0.574074074,0.486440678,0.139185564,0.029431586,0.027380667,0.009798306,0.000869519,0.000850145,0.000837439,0.95959596,0.980582524,0.894117647,0.928182977,2p1c,0.90770792,0.885658931,0.232102711,0.756063091,0.905305851,0.873773746,0.874349673,0.919318635,0.619909372,1,1,76
798,INDIANA,IN,WELLS,0.002809813,0.999308034,0.68905156,Very Low,0.752964427,0.811891908,0.927799988,Very High,0.934524832,WELLS,0.479843861,0.77,0.079417778,0.817460317,0.670371976,0.563991539,0.973132475,0.782430253,0.245173882,0.593959732,0.601851852,0.540677966,0.166008291,0.054303751,0.045541815,0.017797342,0.00590918,0.004628568,0.002841128,0.97979798,0.987702265,0.858823529,0.985659031,2p1c,0.906286072,0.930232571,0.283426992,0.74877362,0.916781846,0.833497351,0.90041448,0.930019774,0.619877694,1,1,77
2610,TEXAS,TX,FISHER,0.000358098,0.999719815,0.906747295,Very Low,0.90513834,0.684678049,0.593899994,Relatively Moderate,0.920948617,FISHER,0.416394336,0.75,0.09296122,0.862433862,0.666505402,0.438319191,0.999933673,0.839562333,0.190818708,0.823825503,0.850308642,0.730508475,0.111338698,0.037134618,0.035116117,0.009948122,0.00033716,0.000337359,0.000513766,0.939393939,0.919093851,0.823529412,0.91133379,2p1c,0.895480025,0.872093005,0.296985234,0.639836896,0.890270399,0.85766904,0.954819259,0.9195865,0.619696969,1,1,78
978,KANSAS,KS,REPUBLIC,0.00046074,0.999656779,0.876511776,Very Low,0.927460945,0.76181736,0.830699997,Very High,0.827893845,REPUBLIC,0.578733419,0.81,0.147796784,0.857142857,0.502960162,0.560620363,0.995305406,0.782238771,0.005990586,0.63590604,0.669753086,0.549152542,0.111631309,0.076453701,0.10845618,0.011065872,1.77453E-05,1.34944E-05,1.5413E-05,0.96969697,0.997626753,0.894117647,0.940889193,2p1c,0.902020527,0.823643428,0.288949603,0.728727676,0.882350458,0.909816553,0.893673723,0.924721613,0.619599733,1,1,79
1295,MICHIGAN,MI,MASON,0.002896964,0.999721537,0.908656906,Very Low,0.641078147,0.812324941,0.928399963,Very High,0.806466975,MASON,0.8627289,0.71,0.134836949,0.857142857,0.693684458,0.559756033,0.983962523,0.801497787,0.509224838,0.511744966,0.512345679,0.469491525,0.165374299,0.063469958,0.053840914,0.025878631,0.006033397,0.005492207,0.006786854,0.95959596,0.964832794,0.729411765,0.842627421,2p1c,0.878417847,0.858527154,0.350267386,0.756063091,0.870827497,0.779679085,0.862325939,0.891835996,0.619431254,1,1,80
1333,MINNESOTA,MN,BROWN,0.002581942,0.998621419,0.439847231,Relatively Low,0.288492118,0.933379469,0.996500015,Very High,0.976920631,BROWN,0.823633838,0.91,0.160121283,0.865079365,0.737351192,0.650472552,0.97194685,0.815681966,0.277824946,0.515100671,0.527777778,0.461016949,0.158839307,0.051196436,0.039684203,0.014955231,0.004507302,0.003495041,0.002055065,0.97979798,0.985113269,0.847058824,0.986503359,2p1c,0.895480025,0.823643428,0.299934317,0.846923612,0.876387465,0.803318417,0.888786452,0.914436164,0.619361653,1,1,81
861,IOWA,IA,MADISON,0.00164747,0.999425425,0.754933164,Very Low,0.943106959,0.83578935,0.961500015,Very High,0.878308779,MADISON,0.454616872,0.93,0.092429152,0.846560847,0.701964973,0.617183201,0.991733162,0.834499126,0.162678269,0.587248322,0.615740741,0.510169492,0.17156791,0.064467717,0.046832616,0.02547912,0.002360123,0.002604413,0.002430115,0.95959596,0.978425027,0.811764706,0.977867885,2p1c,0.895623443,0.744186032,0.220302636,0.829803029,0.853750219,0.773488381,0.829611243,0.862674732,0.619309266,1,1,82
2594,TEXAS,TX,DELTA,0.000516009,0.999677124,0.887651178,Very Low,0.869565217,0.637491709,0.451899986,Relatively Moderate,0.798418972,DELTA,0.612237094,0.78,0.072705451,0.814814815,0.597792057,0.448306883,0.996757166,0.853338739,0.193307839,0.815436242,0.816358025,0.752542373,0.251889783,0.046292588,0.044871007,0.015907008,0.000780793,0.001147021,0.001777632,0.909090909,0.9596548,0.752941176,0.912970114,2p1c,0.895480025,0.905038751,0.332554061,0.667172252,0.89971077,0.862075243,0.967817628,0.939731282,0.619142993,1,1,83
808,IOWA,IA,BOONE,0.002663596,0.998955285,0.53914704,Very Low,0.486764882,0.86646992,0.979000015,Very High,0.95943626,BOONE,0.788658057,0.93,0.077352311,0.835978836,0.765476651,0.573820912,0.9642633,0.832278507,0.243234138,0.563758389,0.586419753,0.493220339,0.157522555,0.050422117,0.039676975,0.021008119,0.006335066,0.005559679,0.003395996,0.97979798,0.987055016,0.870588235,0.831411781,2p1c,0.896901874,0.843023241,0.296211264,0.844381913,0.883236933,0.78448187,0.86402054,0.906212975,0.618953558,1,1,84
2256,PENNSYLVANIA,PA,ALLEGHENY,0.124913749,0.996528216,0.215467855,Relatively Low,0.194796767,0.808432992,0.923000031,Very High,0.880125066,ALLEGHENY,0.933262859,0.84,0.188244725,0.735449735,0.803907755,0.570190815,0.884676395,0.666720117,0.612548758,0.605704698,0.612654321,0.550847458,0.18371129,0.060260962,0.048758505,0.023541784,0.231913119,0.212252884,0.225373893,0.96969697,0.966558792,0.823529412,0.76666013,2p1c,0.795987,0.707364266,0.511775957,1,0.752360175,0.644260514,0.83729864,0.848069584,0.618921155,1,1,85
2618,TEXAS,TX,GALVESTON,0.03502152,0.89602792,0.004774029,Relatively High,0.003952569,0.795616125,0.903600006,Very High,0.996047431,GALVESTON,0.847711032,0.73,0.121286668,0.814814815,0.861112942,0.548611588,0.952379564,0.693059973,0.396202257,0.91442953,0.844135802,0.918644068,0.28456474,0.085888655,0.076320535,0.023947171,0.100349582,0.124499022,0.170200523,0.939393939,0.969147789,0.764705882,0.847318694,2p1c,0.773945675,0.881782956,0.385106791,0.779513491,0.782243524,0.725482698,0.909243482,0.848666982,0.618743749,1,1,86
